Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Norte;Pará;Masculino;31 a 40;AE-Condutor Moto/Carreta;14.651
Norte;Pará;Masculino;31 a 40;B-Condutor Carro;34.464
Norte;Pará;Masculino;31 a 40;C-Condutor Caminhão;144
Norte;Pará;Masculino;31 a 40;D-Condutor Ônibus;3.832
Norte;Pará;Masculino;31 a 40;E-Condutor Carreta;787
Norte;Pará;Masculino;41 a 50;A-Condutor Moto;7.125
Norte;Pará;Masculino;41 a 50;AB-Condutor Moto/Carro;116.895
Norte;Pará;Masculino;41 a 50;AC-Condutor Moto/Caminhão;4.178
Norte;Pará;Masculino;41 a 50;AD-Condutor Moto/Ônibus;40.860
Norte;Pará;Masculino;41 a 50;AE-Condutor Moto/Carreta;12.072
Norte;Pará;Masculino;41 a 50;B-Condutor Carro;39.839
Norte;Pará;Masculino;41 a 50;C-Condutor Caminhão;1.554
Norte;Pará;Masculino;41 a 50;D-Condutor Ônibus;9.175
Norte;Pará;Masculino;41 a 50;E-Condutor Carreta;2.329
Norte;Pará;Masculino;51 a 60;A-Condutor Moto;4.442
Norte;Pará;Masculino;51 a 60;AB-Condutor Moto/Carro;55.604
Norte;Pará;Masculino;51 a 60;AC-Condutor Moto/Caminhão;6.235
Norte;Pará;Masculino;51 a 60;AD-Condutor Moto/Ônibus;18.790
Norte;Pará;Masculino;51 a 60;AE-Condutor Moto/Carreta;5.614
Norte;Pará;Masculino;51 a 60;B-Condutor Carro;38.117
Norte;Pará;Masculino;51 a 60;C-Condutor Caminhão;4.319
Norte;Pará;Masculino;51 a 60;D-Condutor Ônibus;11.360
Norte;Pará;Masculino;51 a 60;E-Condutor Carreta;2.569
Norte;Pará;Masculino;61 a 70;A-Condutor Moto;1.806
Norte;Pará;Masculino;61 a 70;AB-Condutor Moto/Carro;20.632
Norte;Pará;Masculino;61 a 70;AC-Condutor Moto/Caminhão;2.821
Norte;Pará;Masculino;61 a 70;AD-Condutor Moto/Ônibus;5.995
Norte;Pará;Masculino;61 a 70;AE-Condutor Moto/Carreta;1.729
Norte;Pará;Masculino;61 a 70;B-Condutor Carro;35.709
Norte;Pará;Masculino;61 a 70;C-Condutor Caminhão;5.092
Norte;Pará;Masculino;61 a 70;D-Condutor Ônibus;9.450
Norte;Pará;Masculino;61 a 70;E-Condutor Carreta;1.993
Norte;Pará;Masculino;71 a 80;A-Condutor Moto;509
Norte;Pará;Masculino;71 a 80;AB-Condutor Moto/Carro;5.087
Norte;Pará;Masculino;71 a 80;AC-Condutor Moto/Caminhão;489
Norte;Pará;Masculino;71 a 80;AD-Condutor Moto/Ônibus;819
Norte;Pará;Masculino;71 a 80;AE-Condutor Moto/Carreta;143
Norte;Pará;Masculino;71 a 80;B-Condutor Carro;20.955
Norte;Pará;Masculino;71 a 80;C-Condutor Caminhão;2.127
Norte;Pará;Masculino;71 a 80;D-Condutor Ônibus;3.358
Norte;Pará;Masculino;71 a 80;E-Condutor Carreta;364
Norte;Pará;Masculino;81 a 90;A-Condutor Moto;97
Norte;Pará;Masculino;81 a 90;AB-Condutor Moto/Carro;879
Norte;Pará;Masculino;81 a 90;AC-Condutor Moto/Caminhão;62
Norte;Pará;Masculino;81 a 90;AD-Condutor Moto/Ônibus;101
Norte;Pará;Masculino;81 a 90;AE-Condutor Moto/Carreta;2
Norte;Pará;Masculino;81 a 90;B-Condutor Carro;8.760
Norte;Pará;Masculino;81 a 90;C-Condutor Caminhão;485
Norte;Pará;Masculino;81 a 90;D-Condutor Ônibus;1.055
Norte;Pará;Masculino;81 a 90;E-Condutor Carreta;67
Norte;Pará;Masculino;91 a 100;A-Condutor Moto;13
Norte;Pará;Masculino;91 a 100;AB-Condutor Moto/Carro;105
Norte;Pará;Masculino;91 a 100;AC-Condutor Moto/Caminhão;1
Norte;Pará;Masculino;91 a 100;AD-Condutor Moto/Ônibus;5
Norte;Pará;Masculino;91 a 100;B-Condutor Carro;2.234
Norte;Pará;Masculino;91 a 100;C-Condutor Caminhão;35
Norte;Pará;Masculino;91 a 100;D-Condutor Ônibus;60
Norte;Pará;Masculino;91 a 100;E-Condutor Carreta;4
Norte;Pará;Masculino;101 a 120;AB-Condutor Moto/Carro;1
Norte;Pará;Masculino;101 a 120;B-Condutor Carro;148
Norte;Pará;Feminino;18 a 21;A-Condutor Moto;135
Norte;Pará;Feminino;18 a 21;AB-Condutor Moto/Carro;3.739
Norte;Pará;Feminino;18 a 21;AD-Condutor Moto/Ônibus;1
Norte;Pará;Feminino;18 a 21;B-Condutor Carro;2.152
Norte;Pará;Feminino;18 a 21;C-Condutor Caminhão;1
Norte;Pará;Feminino;22 a 25;A-Condutor Moto;515
Norte;Pará;Feminino;22 a 25;AB-Condutor Moto/Carro;16.634
Norte;Pará;Feminino;22 a 25;AC-Condutor Moto/Caminhão;6
Norte;Pará;Feminino;22 a 25;AD-Condutor Moto/Ônibus;113
Norte;Pará;Feminino;22 a 25;AE-Condutor Moto/Carreta;3
Norte;Pará;Feminino;22 a 25;B-Condutor Carro;7.884
Norte;Pará;Feminino;22 a 25;C-Condutor Caminhão;1
Norte;Pará;Feminino;22 a 25;D-Condutor Ônibus;3
Norte;Pará;Feminino;26 a 30;A-Condutor Moto;1.059
Norte;Pará;Feminino;26 a 30;AB-Condutor Moto/Carro;34.424
Norte;Pará;Feminino;26 a 30;AC-Condutor Moto/Caminhão;21
Norte;Pará;Feminino;26 a 30;AD-Condutor Moto/Ônibus;578
Norte;Pará;Feminino;26 a 30;AE-Condutor Moto/Carreta;45
Norte;Pará;Feminino;26 a 30;B-Condutor Carro;14.832
Norte;Pará;Feminino;26 a 30;C-Condutor Caminhão;2
Norte;Pará;Feminino;26 a 30;D-Condutor Ônibus;19
Norte;Pará;Feminino;26 a 30;E-Condutor Carreta;1
Norte;Pará;Feminino;31 a 40;A-Condutor Moto;3.050
Norte;Pará;Feminino;31 a 40;AB-Condutor Moto/Carro;83.508
Norte;Pará;Feminino;31 a 40;AC-Condutor Moto/Caminhão;47
Norte;Pará;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2.467
Norte;Pará;Feminino;31 a 40;AE-Condutor Moto/Carreta;364
Norte;Pará;Feminino;31 a 40;B-Condutor Carro;47.115
Norte;Pará;Feminino;31 a 40;C-Condutor Caminhão;2
Norte;Pará;Feminino;31 a 40;D-Condutor Ônibus;227
Norte;Pará;Feminino;31 a 40;E-Condutor Carreta;16
Norte;Pará;Feminino;41 a 50;A-Condutor Moto;2.371
Norte;Pará;Feminino;41 a 50;AB-Condutor Moto/Carro;46.440
Norte;Pará;Feminino;41 a 50;AC-Condutor Moto/Caminhão;125
Norte;Pará;Feminino;41 a 50;AD-Condutor Moto/Ônibus;1.678
Norte;Pará;Feminino;41 a 50;AE-Condutor Moto/Carreta;325
Norte;Pará;Feminino;41 a 50;B-Condutor Carro;44.968
Norte;Pará;Feminino;41 a 50;C-Condutor Caminhão;65
Norte;Pará;Feminino;41 a 50;D-Condutor Ônibus;479
Norte;Pará;Feminino;41 a 50;E-Condutor Carreta;58
Norte;Pará;Feminino;51 a 60;A-Condutor Moto;1.199
Norte;Pará;Feminino;51 a 60;AB-Condutor Moto/Carro;15.541
Norte;Pará;Feminino;51 a 60;AC-Condutor Moto/Caminhão;159
Norte;Pará;Feminino;51 a 60;AD-Condutor Moto/Ônibus;596
Norte;Pará;Feminino;51 a 60;AE-Condutor Moto/Carreta;127
Norte;Pará;Feminino;51 a 60;B-Condutor Carro;33.894
Norte;Pará;Feminino;51 a 60;C-Condutor Caminhão;156
Norte;Pará;Feminino;51 a 60;D-Condutor Ônibus;423
Norte;Pará;Feminino;51 a 60;E-Condutor Carreta;49
Norte;Pará;Feminino;61 a 70;A-Condutor Moto;299
Norte;Pará;Feminino;61 a 70;AB-Condutor Moto/Carro;3.058
Norte;Pará;Feminino;61 a 70;AC-Condutor Moto/Caminhão;41
Norte;Pará;Feminino;61 a 70;AD-Condutor Moto/Ônibus;128
Norte;Pará;Feminino;61 a 70;AE-Condutor Moto/Carreta;40
Norte;Pará;Feminino;61 a 70;B-Condutor Carro;20.539
Norte;Pará;Feminino;61 a 70;C-Condutor Caminhão;106
Norte;Pará;Feminino;61 a 70;D-Condutor Ônibus;234
Norte;Pará;Feminino;61 a 70;E-Condutor Carreta;25
Norte;Pará;Feminino;71 a 80;A-Condutor Moto;35
Norte;Pará;Feminino;71 a 80;AB-Condutor Moto/Carro;273
Norte;Pará;Feminino;71 a 80;AC-Condutor Moto/Caminhão;12
Norte;Pará;Feminino;71 a 80;AD-Condutor Moto/Ônibus;13
Norte;Pará;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Norte;Pará;Feminino;71 a 80;B-Condutor Carro;7.148
Norte;Pará;Feminino;71 a 80;C-Condutor Caminhão;26
Norte;Pará;Feminino;71 a 80;D-Condutor Ônibus;33
Norte;Pará;Feminino;71 a 80;E-Condutor Carreta;3
Norte;Pará;Feminino;81 a 90;A-Condutor Moto;1
Norte;Pará;Feminino;81 a 90;AB-Condutor Moto/Carro;19
Norte;Pará;Feminino;81 a 90;B-Condutor Carro;1.621
Norte;Pará;Feminino;81 a 90;C-Condutor Caminhão;3
Norte;Pará;Feminino;81 a 90;D-Condutor Ônibus;8
Norte;Pará;Feminino;81 a 90;E-Condutor Carreta;1
Norte;Pará;Feminino;91 a 100;AB-Condutor Moto/Carro;1
Norte;Pará;Feminino;91 a 100;B-Condutor Carro;214
Norte;Pará;Feminino;91 a 100;D-Condutor Ônibus;1
Norte;Pará;Feminino;101 a 120;B-Condutor Carro;5
Norte;Rondônia;Masculino;18 a 21;A-Condutor Moto;228
Norte;Rondônia;Masculino;18 a 21;AB-Condutor Moto/Carro;15.548
Norte;Rondônia;Masculino;18 a 21;AC-Condutor Moto/Caminhão;148
Norte;Rondônia;Masculino;18 a 21;AD-Condutor Moto/Ônibus;85
Norte;Rondônia;Masculino;18 a 21;AE-Condutor Moto/Carreta;11
Norte;Rondônia;Masculino;18 a 21;B-Condutor Carro;1.106
Norte;Rondônia;Masculino;18 a 21;C-Condutor Caminhão;1
Norte;Rondônia;Masculino;18 a 21;D-Condutor Ônibus;1
Norte;Rondônia;Masculino;22 a 25;A-Condutor Moto;734
Norte;Rondônia;Masculino;22 a 25;AB-Condutor Moto/Carro;31.015
Norte;Rondônia;Masculino;22 a 25;AC-Condutor Moto/Caminhão;240
Norte;Rondônia;Masculino;22 a 25;AD-Condutor Moto/Ônibus;2.066
Norte;Rondônia;Masculino;22 a 25;AE-Condutor Moto/Carreta;440
Norte;Rondônia;Masculino;22 a 25;B-Condutor Carro;2.221
Norte;Rondônia;Masculino;22 a 25;D-Condutor Ônibus;16
Norte;Rondônia;Masculino;22 a 25;E-Condutor Carreta;4
Norte;Rondônia;Masculino;26 a 30;A-Condutor Moto;1.171
Norte;Rondônia;Masculino;26 a 30;AB-Condutor Moto/Carro;42.028
Norte;Rondônia;Masculino;26 a 30;AC-Condutor Moto/Caminhão;480
Norte;Rondônia;Masculino;26 a 30;AD-Condutor Moto/Ônibus;6.656
Norte;Rondônia;Masculino;26 a 30;AE-Condutor Moto/Carreta;2.043
Norte;Rondônia;Masculino;26 a 30;B-Condutor Carro;3.006
Norte;Rondônia;Masculino;26 a 30;C-Condutor Caminhão;4
Norte;Rondônia;Masculino;26 a 30;D-Condutor Ônibus;86
Norte;Rondônia;Masculino;26 a 30;E-Condutor Carreta;22
Norte;Rondônia;Masculino;31 a 40;A-Condutor Moto;2.921
Norte;Rondônia;Masculino;31 a 40;AB-Condutor Moto/Carro;79.499
Norte;Rondônia;Masculino;31 a 40;AC-Condutor Moto/Caminhão;1.849
Norte;Rondônia;Masculino;31 a 40;AD-Condutor Moto/Ônibus;23.128
Norte;Rondônia;Masculino;31 a 40;AE-Condutor Moto/Carreta;8.978
Norte;Rondônia;Masculino;31 a 40;B-Condutor Carro;6.021
Norte;Rondônia;Masculino;31 a 40;C-Condutor Caminhão;58
Norte;Rondônia;Masculino;31 a 40;D-Condutor Ônibus;454
Norte;Rondônia;Masculino;31 a 40;E-Condutor Carreta;152
Norte;Rondônia;Masculino;41 a 50;A-Condutor Moto;3.171
Norte;Rondônia;Masculino;41 a 50;AB-Condutor Moto/Carro;54.375
Norte;Rondônia;Masculino;41 a 50;AC-Condutor Moto/Caminhão;6.043
Norte;Rondônia;Masculino;41 a 50;AD-Condutor Moto/Ônibus;17.376
Norte;Rondônia;Masculino;41 a 50;AE-Condutor Moto/Carreta;8.888
Norte;Rondônia;Masculino;41 a 50;B-Condutor Carro;6.321
Norte;Rondônia;Masculino;41 a 50;C-Condutor Caminhão;474
Norte;Rondônia;Masculino;41 a 50;D-Condutor Ônibus;951
Norte;Rondônia;Masculino;41 a 50;E-Condutor Carreta;803
Norte;Rondônia;Masculino;51 a 60;A-Condutor Moto;2.616
Norte;Rondônia;Masculino;51 a 60;AB-Condutor Moto/Carro;31.987
Norte;Rondônia;Masculino;51 a 60;AC-Condutor Moto/Caminhão;8.962
Norte;Rondônia;Masculino;51 a 60;AD-Condutor Moto/Ônibus;10.129
Norte;Rondônia;Masculino;51 a 60;AE-Condutor Moto/Carreta;5.777
Norte;Rondônia;Masculino;51 a 60;B-Condutor Carro;7.914
Norte;Rondônia;Masculino;51 a 60;C-Condutor Caminhão;2.189
Norte;Rondônia;Masculino;51 a 60;D-Condutor Ônibus;1.906
Norte;Rondônia;Masculino;51 a 60;E-Condutor Carreta;1.645
Norte;Rondônia;Masculino;61 a 70;A-Condutor Moto;1.093
Norte;Rondônia;Masculino;61 a 70;AB-Condutor Moto/Carro;12.888
Norte;Rondônia;Masculino;61 a 70;AC-Condutor Moto/Caminhão;4.268
Norte;Rondônia;Masculino;61 a 70;AD-Condutor Moto/Ônibus;3.961
Norte;Rondônia;Masculino;61 a 70;AE-Condutor Moto/Carreta;2.025
Norte;Rondônia;Masculino;61 a 70;B-Condutor Carro;8.410
Norte;Rondônia;Masculino;61 a 70;C-Condutor Caminhão;2.981
Norte;Rondônia;Masculino;61 a 70;D-Condutor Ônibus;2.549
Norte;Rondônia;Masculino;61 a 70;E-Condutor Carreta;1.715
Norte;Rondônia;Masculino;61 a 70;X-Condutor Ciclomotor;1
Norte;Rondônia;Masculino;71 a 80;A-Condutor Moto;371
Norte;Rondônia;Masculino;71 a 80;AB-Condutor Moto/Carro;3.662
Norte;Rondônia;Masculino;71 a 80;AC-Condutor Moto/Caminhão;866
Norte;Rondônia;Masculino;71 a 80;AD-Condutor Moto/Ônibus;654
Norte;Rondônia;Masculino;71 a 80;AE-Condutor Moto/Carreta;204
Norte;Rondônia;Masculino;71 a 80;B-Condutor Carro;5.869
Norte;Rondônia;Masculino;71 a 80;C-Condutor Caminhão;1.672
Norte;Rondônia;Masculino;71 a 80;D-Condutor Ônibus;1.159
Norte;Rondônia;Masculino;71 a 80;E-Condutor Carreta;431
Norte;Rondônia;Masculino;81 a 90;A-Condutor Moto;88
Norte;Rondônia;Masculino;81 a 90;AB-Condutor Moto/Carro;580
Norte;Rondônia;Masculino;81 a 90;AC-Condutor Moto/Caminhão;185
Norte;Rondônia;Masculino;81 a 90;AD-Condutor Moto/Ônibus;87
Norte;Rondônia;Masculino;81 a 90;AE-Condutor Moto/Carreta;14
Norte;Rondônia;Masculino;81 a 90;B-Condutor Carro;2.201
Norte;Rondônia;Masculino;81 a 90;C-Condutor Caminhão;736
Norte;Rondônia;Masculino;81 a 90;D-Condutor Ônibus;406
Norte;Rondônia;Masculino;81 a 90;E-Condutor Carreta;76
Norte;Rondônia;Masculino;91 a 100;A-Condutor Moto;7
Norte;Rondônia;Masculino;91 a 100;AB-Condutor Moto/Carro;49
Norte;Rondônia;Masculino;91 a 100;AC-Condutor Moto/Caminhão;19
Norte;Rondônia;Masculino;91 a 100;AD-Condutor Moto/Ônibus;5
Norte;Rondônia;Masculino;91 a 100;B-Condutor Carro;445
Norte;Rondônia;Masculino;91 a 100;C-Condutor Caminhão;160
Norte;Rondônia;Masculino;91 a 100;D-Condutor Ônibus;50
Norte;Rondônia;Masculino;91 a 100;E-Condutor Carreta;5
Norte;Rondônia;Masculino;101 a 120;B-Condutor Carro;28
Norte;Rondônia;Masculino;101 a 120;C-Condutor Caminhão;3
Norte;Rondônia;Feminino;18 a 21;A-Condutor Moto;200
Norte;Rondônia;Feminino;18 a 21;AB-Condutor Moto/Carro;7.527
Norte;Rondônia;Feminino;18 a 21;AD-Condutor Moto/Ônibus;2
Norte;Rondônia;Feminino;18 a 21;B-Condutor Carro;1.451
Norte;Rondônia;Feminino;22 a 25;A-Condutor Moto;689
Norte;Rondônia;Feminino;22 a 25;AB-Condutor Moto/Carro;18.547
Norte;Rondônia;Feminino;22 a 25;AC-Condutor Moto/Caminhão;5
Norte;Rondônia;Feminino;22 a 25;AD-Condutor Moto/Ônibus;48
Norte;Rondônia;Feminino;22 a 25;AE-Condutor Moto/Carreta;3
Norte;Rondônia;Feminino;22 a 25;B-Condutor Carro;3.440
Norte;Rondônia;Feminino;26 a 30;A-Condutor Moto;1.419
Norte;Rondônia;Feminino;26 a 30;AB-Condutor Moto/Carro;30.587
Norte;Rondônia;Feminino;26 a 30;AC-Condutor Moto/Caminhão;8
Norte;Rondônia;Feminino;26 a 30;AD-Condutor Moto/Ônibus;212
Norte;Rondônia;Feminino;26 a 30;AE-Condutor Moto/Carreta;32
Norte;Rondônia;Feminino;26 a 30;B-Condutor Carro;5.226
Norte;Rondônia;Feminino;26 a 30;D-Condutor Ônibus;4
Norte;Rondônia;Feminino;31 a 40;A-Condutor Moto;4.383
Norte;Rondônia;Feminino;31 a 40;AB-Condutor Moto/Carro;64.729
Norte;Rondônia;Feminino;31 a 40;AC-Condutor Moto/Caminhão;59
Norte;Rondônia;Feminino;31 a 40;AD-Condutor Moto/Ônibus;775
Norte;Rondônia;Feminino;31 a 40;AE-Condutor Moto/Carreta;118
Norte;Rondônia;Feminino;31 a 40;B-Condutor Carro;12.399
Norte;Rondônia;Feminino;31 a 40;C-Condutor Caminhão;2
Norte;Rondônia;Feminino;31 a 40;D-Condutor Ônibus;46
Norte;Rondônia;Feminino;31 a 40;E-Condutor Carreta;2
Norte;Rondônia;Feminino;41 a 50;A-Condutor Moto;4.398
Norte;Rondônia;Feminino;41 a 50;AB-Condutor Moto/Carro;37.893
Norte;Rondônia;Feminino;41 a 50;AC-Condutor Moto/Caminhão;199
Norte;Rondônia;Feminino;41 a 50;AD-Condutor Moto/Ônibus;586
Norte;Rondônia;Feminino;41 a 50;AE-Condutor Moto/Carreta;110
Norte;Rondônia;Feminino;41 a 50;B-Condutor Carro;13.434
Norte;Rondônia;Feminino;41 a 50;C-Condutor Caminhão;25
Norte;Rondônia;Feminino;41 a 50;D-Condutor Ônibus;86
Norte;Rondônia;Feminino;41 a 50;E-Condutor Carreta;7
Norte;Rondônia;Feminino;51 a 60;A-Condutor Moto;2.037
Norte;Rondônia;Feminino;51 a 60;AB-Condutor Moto/Carro;13.837
Norte;Rondônia;Feminino;51 a 60;AC-Condutor Moto/Caminhão;233
Norte;Rondônia;Feminino;51 a 60;AD-Condutor Moto/Ônibus;186
Norte;Rondônia;Feminino;51 a 60;AE-Condutor Moto/Carreta;57
Norte;Rondônia;Feminino;51 a 60;B-Condutor Carro;13.087
Norte;Rondônia;Feminino;51 a 60;C-Condutor Caminhão;115
Norte;Rondônia;Feminino;51 a 60;D-Condutor Ônibus;83
Norte;Rondônia;Feminino;51 a 60;E-Condutor Carreta;16
Norte;Rondônia;Feminino;61 a 70;A-Condutor Moto;437
Norte;Rondônia;Feminino;61 a 70;AB-Condutor Moto/Carro;2.549
Norte;Rondônia;Feminino;61 a 70;AC-Condutor Moto/Caminhão;79
Norte;Rondônia;Feminino;61 a 70;AD-Condutor Moto/Ônibus;42
Norte;Rondônia;Feminino;61 a 70;AE-Condutor Moto/Carreta;7
Norte;Rondônia;Feminino;61 a 70;B-Condutor Carro;7.822
Norte;Rondônia;Feminino;61 a 70;C-Condutor Caminhão;85
Norte;Rondônia;Feminino;61 a 70;D-Condutor Ônibus;42
Norte;Rondônia;Feminino;61 a 70;E-Condutor Carreta;6
Norte;Rondônia;Feminino;71 a 80;A-Condutor Moto;34
Norte;Rondônia;Feminino;71 a 80;AB-Condutor Moto/Carro;219
Norte;Rondônia;Feminino;71 a 80;AC-Condutor Moto/Caminhão;9
Norte;Rondônia;Feminino;71 a 80;AD-Condutor Moto/Ônibus;5
Norte;Rondônia;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Norte;Rondônia;Feminino;71 a 80;B-Condutor Carro;1.746
Norte;Rondônia;Feminino;71 a 80;C-Condutor Caminhão;14
Norte;Rondônia;Feminino;71 a 80;D-Condutor Ônibus;6
Norte;Rondônia;Feminino;71 a 80;E-Condutor Carreta;2
Norte;Rondônia;Feminino;81 a 90;A-Condutor Moto;2
Norte;Rondônia;Feminino;81 a 90;AB-Condutor Moto/Carro;9
Norte;Rondônia;Feminino;81 a 90;AC-Condutor Moto/Caminhão;1
Norte;Rondônia;Feminino;81 a 90;B-Condutor Carro;266
Norte;Rondônia;Feminino;81 a 90;C-Condutor Caminhão;3
Norte;Rondônia;Feminino;91 a 100;B-Condutor Carro;17
Norte;Rondônia;Feminino;101 a 120;B-Condutor Carro;1
Norte;Roraima;Masculino;18 a 21;A-Condutor Moto;109
Norte;Roraima;Masculino;18 a 21;AB-Condutor Moto/Carro;2.535
Norte;Roraima;Masculino;18 a 21;AD-Condutor Moto/Ônibus;15
Norte;Roraima;Masculino;18 a 21;B-Condutor Carro;718
Norte;Roraima;Masculino;18 a 21;D-Condutor Ônibus;1
Norte;Roraima;Masculino;22 a 25;A-Condutor Moto;521
Norte;Roraima;Masculino;22 a 25;AB-Condutor Moto/Carro;5.662
Norte;Roraima;Masculino;22 a 25;AC-Condutor Moto/Caminhão;3
Norte;Roraima;Masculino;22 a 25;AD-Condutor Moto/Ônibus;412
Norte;Roraima;Masculino;22 a 25;AE-Condutor Moto/Carreta;23
Norte;Roraima;Masculino;22 a 25;B-Condutor Carro;1.394
Norte;Roraima;Masculino;22 a 25;C-Condutor Caminhão;1
Norte;Roraima;Masculino;22 a 25;D-Condutor Ônibus;16
Norte;Roraima;Masculino;22 a 25;E-Condutor Carreta;1
Norte;Roraima;Masculino;26 a 30;A-Condutor Moto;738
Norte;Roraima;Masculino;26 a 30;AB-Condutor Moto/Carro;8.417
Norte;Roraima;Masculino;26 a 30;AC-Condutor Moto/Caminhão;23
Norte;Roraima;Masculino;26 a 30;AD-Condutor Moto/Ônibus;1.290
Norte;Roraima;Masculino;26 a 30;AE-Condutor Moto/Carreta;190
Norte;Roraima;Masculino;26 a 30;B-Condutor Carro;1.568
Norte;Roraima;Masculino;26 a 30;C-Condutor Caminhão;17
Norte;Roraima;Masculino;26 a 30;D-Condutor Ônibus;53
Norte;Roraima;Masculino;26 a 30;E-Condutor Carreta;12
Norte;Roraima;Masculino;31 a 40;A-Condutor Moto;1.344
Norte;Roraima;Masculino;31 a 40;AB-Condutor Moto/Carro;17.463
Norte;Roraima;Masculino;31 a 40;AC-Condutor Moto/Caminhão;132
Norte;Roraima;Masculino;31 a 40;AD-Condutor Moto/Ônibus;4.934
Norte;Roraima;Masculino;31 a 40;AE-Condutor Moto/Carreta;974
Norte;Roraima;Masculino;31 a 40;B-Condutor Carro;2.490
Norte;Roraima;Masculino;31 a 40;C-Condutor Caminhão;42
Norte;Roraima;Masculino;31 a 40;D-Condutor Ônibus;220
Norte;Roraima;Masculino;31 a 40;E-Condutor Carreta;66
Norte;Roraima;Masculino;41 a 50;A-Condutor Moto;972
Norte;Roraima;Masculino;41 a 50;AB-Condutor Moto/Carro;12.033
Norte;Roraima;Masculino;41 a 50;AC-Condutor Moto/Caminhão;529
Norte;Roraima;Masculino;41 a 50;AD-Condutor Moto/Ônibus;4.248
Norte;Roraima;Masculino;41 a 50;AE-Condutor Moto/Carreta;899
Norte;Roraima;Masculino;41 a 50;B-Condutor Carro;2.251
Norte;Roraima;Masculino;41 a 50;C-Condutor Caminhão;135
Norte;Roraima;Masculino;41 a 50;D-Condutor Ônibus;380
Norte;Roraima;Masculino;41 a 50;E-Condutor Carreta;152
Norte;Roraima;Masculino;51 a 60;A-Condutor Moto;586
Norte;Roraima;Masculino;51 a 60;AB-Condutor Moto/Carro;6.618
Norte;Roraima;Masculino;51 a 60;AC-Condutor Moto/Caminhão;958
Norte;Roraima;Masculino;51 a 60;AD-Condutor Moto/Ônibus;2.475
Norte;Roraima;Masculino;51 a 60;AE-Condutor Moto/Carreta;509
Norte;Roraima;Masculino;51 a 60;B-Condutor Carro;2.373
Norte;Roraima;Masculino;51 a 60;C-Condutor Caminhão;441
Norte;Roraima;Masculino;51 a 60;D-Condutor Ônibus;643
Norte;Roraima;Masculino;51 a 60;E-Condutor Carreta;185
Norte;Roraima;Masculino;61 a 70;A-Condutor Moto;257
Norte;Roraima;Masculino;61 a 70;AB-Condutor Moto/Carro;3.032
Norte;Roraima;Masculino;61 a 70;AC-Condutor Moto/Caminhão;647
Norte;Roraima;Masculino;61 a 70;AD-Condutor Moto/Ônibus;1.099
Norte;Roraima;Masculino;61 a 70;AE-Condutor Moto/Carreta;203
Norte;Roraima;Masculino;61 a 70;B-Condutor Carro;1.887
Norte;Roraima;Masculino;61 a 70;C-Condutor Caminhão;481
Norte;Roraima;Masculino;61 a 70;D-Condutor Ônibus;603
Norte;Roraima;Masculino;61 a 70;E-Condutor Carreta;144
Norte;Roraima;Masculino;71 a 80;A-Condutor Moto;92
Norte;Roraima;Masculino;71 a 80;AB-Condutor Moto/Carro;943
Norte;Roraima;Masculino;71 a 80;AC-Condutor Moto/Caminhão;184
Norte;Roraima;Masculino;71 a 80;AD-Condutor Moto/Ônibus;173
Norte;Roraima;Masculino;71 a 80;AE-Condutor Moto/Carreta;32
Norte;Roraima;Masculino;71 a 80;B-Condutor Carro;1.026
Norte;Roraima;Masculino;71 a 80;C-Condutor Caminhão;212
Norte;Roraima;Masculino;71 a 80;D-Condutor Ônibus;248
Norte;Roraima;Masculino;71 a 80;E-Condutor Carreta;34
Norte;Roraima;Masculino;81 a 90;A-Condutor Moto;35
Norte;Roraima;Masculino;81 a 90;AB-Condutor Moto/Carro;205
Norte;Roraima;Masculino;81 a 90;AC-Condutor Moto/Caminhão;45
Norte;Roraima;Masculino;81 a 90;AD-Condutor Moto/Ônibus;21
Norte;Roraima;Masculino;81 a 90;AE-Condutor Moto/Carreta;2
Norte;Roraima;Masculino;81 a 90;B-Condutor Carro;376
Norte;Roraima;Masculino;81 a 90;C-Condutor Caminhão;95
Norte;Roraima;Masculino;81 a 90;D-Condutor Ônibus;70
Norte;Roraima;Masculino;81 a 90;E-Condutor Carreta;2
Norte;Roraima;Masculino;91 a 100;A-Condutor Moto;5
Norte;Roraima;Masculino;91 a 100;AB-Condutor Moto/Carro;39
Norte;Roraima;Masculino;91 a 100;AC-Condutor Moto/Caminhão;8
Norte;Roraima;Masculino;91 a 100;AD-Condutor Moto/Ônibus;2
Norte;Roraima;Masculino;91 a 100;AE-Condutor Moto/Carreta;1
Norte;Roraima;Masculino;91 a 100;B-Condutor Carro;73
Norte;Roraima;Masculino;91 a 100;C-Condutor Caminhão;24
Norte;Roraima;Masculino;91 a 100;D-Condutor Ônibus;3
Norte;Roraima;Masculino;101 a 120;AB-Condutor Moto/Carro;3
Norte;Roraima;Masculino;101 a 120;B-Condutor Carro;5
Norte;Roraima;Feminino;18 a 21;A-Condutor Moto;44
Norte;Roraima;Feminino;18 a 21;AB-Condutor Moto/Carro;810
Norte;Roraima;Feminino;18 a 21;B-Condutor Carro;840
Norte;Roraima;Feminino;22 a 25;A-Condutor Moto;371
